央视,#genre#
亲子小游戏,http://118.26.120.23:55336/tslive/c56_lb_178_600_t10/c56_lb_178_600_t10.m3u8?key=0b292c335e5837e94ffc1113a2140b54
亲子启蒙,http://118.26.120.23:55336/tslive/c57_lb_213_600_t10/c57_lb_213_600_t10.m3u8?key=0f2a06793124310bc21adebc9f02a9735
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
雲朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
狮子王國,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8


体育,#genre#
PP体育,http://117.148.179.172/PLTV/88888888/224/3221231778/index.m3u8
CCTV5,http://iptv.tvfix.org/hls/cctv5hd.m3u8
CCTV5,http://117.148.179.165/PLTV/88888888/224/3221231702/index.m3u8
CCTV5+,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8
央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8
四海钓鱼,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
广东体育,http://hongyanqiang.top/chudian.php?id=gdty
广东体育,http://116.199.5.52:8114/index.m3u8?Fsv_chan_hls_se_idx=8&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
五星体育,http://140.207.241.2:8080/live/program/live/ssty/4000000/mnf.m3u8
CCTV5,http://39.134.39.39/PLTV/88888888/224/3221226224/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.32.24:6610/000000001000/1000000001000004794/index.m3u8?i
CCTV5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.134.39.39/PLTV/88888888/224/3221226253/index.m3u8
CCTV5+,http://117.169.124.46:6410/ysten-businessmobile/live/hdcctv05plus/1.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8
精品體育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8
咪咕視頻,http://39.134.65.162/PLTV/88888888/224/3221225611/index.m3u8
冬奥纪实,http://117.148.179.157/PLTV/88888888/224/3221233044/index.m3u8
冬奥纪实,http://117.148.179.157/PLTV/88888888/224/3221233356/index.m3u8
冬奥纪实4K,http://117.148.179.157/PLTV/88888888/224/3221233353/index.m3u8
冬奥纪实4K,http://117.148.179.157/PLTV/88888888/224/3221233419/index.m3u8
冬奥纪实4K,http://117.148.179.157/PLTV/88888888/224/3221233401/index.m3u8
冬奥纪实4K,http://117.148.179.157/PLTV/88888888/224/3221233448/index.m3u8
冬奥纪实8K,http://117.148.179.157/PLTV/88888888/224/3221233395/index.m3u8
冬奥纪实8K,http://117.148.179.157/PLTV/88888888/224/3221233142/index.m3u8
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8
五星体育,http://111.26.225.22/PLTV/2/224/3221225857/index.m3u8
咪咕視頻,http://39.134.65.162/PLTV/88888888/224/3221225611/index.m3u8
咪咕視頻,http://39.134.66.66/PLTV/88888888/224/3221225622/index.m3u8
风尚运动,http://211.94.219.178:18080/PLTV/68/224/3221226429/index.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
HWF散打,http://pull-g.kktv8.com/livekktv/57588147.flv
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
游戏风云,http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226579/index.m3u8

电影,#genre#
CHC动作电影,http://v.mp.haue.edu.cn/hls/chcatv.m3u8
CHC动作电影,http://39.134.19.252:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8
CHC高清电影,http://39.134.19.252:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://iptv.tvfix.org/hls/chchd.m3u8
CHC高清电影,http://v.mp.haue.edu.cn/hls/chchd.m3u8
CHC家庭影院,http://39.134.19.252:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://iptv.tvfix.org/hls/chctv.m3u8
CHC家庭影院,http://v.mp.haue.edu.cn/hls/chctv.m3u8
女神经典,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
军旅剧场,http://hpull.kktv8.com/livekktv/143960119/playlist.m3u8
怀旧影院,http://hpull.kktv8.com/livekktv/153793844/playlist.m3u8
亞洲影院,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
黑莓电影,http://223.110.228.14/ott.js.chinamobile.com/PLTV/3/224/3221227520/index.m3u8
黑莓电影,http://117.148.179.17/PLTV/88888888/224/3221229734/index.m3u8
黑莓电影,http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8
星光影视,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
新片放映厅,http://112.74.200.9:88/tv000000/m3u8.php?/MG/619495952
高分影院,http://112.74.200.9:88/tv000000/m3u8.php?/MG/627198191
欢笑剧场,http://112.74.200.9:88/tv000000/m3u8.php?/MG/623674859
CCTV6电影,http://112.74.200.9:88/tv000000/m3u8.php?/MG/624878396
CCTV8电视剧,http://112.74.200.9:88/tv000000/m3u8.php?/MG/624878356
CIBN经典剧场,http://112.74.200.9:88/tv000000/m3u8.php?/MG/692446012
CIBN流金岁月,http://112.74.200.9:88/tv000000/m3u8.php?/MG/692399419
经典影视速看,http://112.74.200.9:88/tv000000/m3u8.php?/MG/627198751
试胆大会,http://112.74.200.9:88/tv000000/m3u8.php?/MG/637483721
高能烧脑,http://112.74.200.9:88/tv000000/m3u8.php?/MG/625542365
云上影院,http://112.74.200.9:88/tv000000/m3u8.php?/MG/625703337
暑期剧场,http://112.74.200.9:88/tv000000/m3u8.php?/MG/627198692
黄金剧场,http://112.74.200.9:88/tv000000/m3u8.php?/MG/625155140
军旅剧场,http://112.74.200.9:88/tv000000/m3u8.php?/MG/625643517
少林剧场,http://112.74.200.9:88/tv000000/m3u8.php?/MG/625526423
高清大片,http://112.74.200.9:88/tv000000/m3u8.php?/MG/629943678
热剧联播,http://112.74.200.9:88/tv000000/m3u8.php?/MG/629943613
喜剧联盟,http://112.74.200.9:88/tv000000/m3u8.php?/MG/637444830
僵尸剧场,http://112.74.200.9:88/tv000000/m3u8.php?/MG/627033504
深夜失眠,http://112.74.200.9:88/tv000000/m3u8.php?/MG/625759558
神探狄仁杰,http://112.74.200.9:88/tv000000/m3u8.php?/MG/625574493
红色谍战,http://112.74.200.9:88/tv000000/m3u8.php?/MG/634274665
经典贺岁片,http://112.74.200.9:88/tv000000/m3u8.php?/MG/625774662
CHC动作电影,http://112.74.200.9:88/tv000000/m3u8.php?/MG/644368714
CHC家庭影院,http://112.74.200.9:88/tv000000/m3u8.php?/MG/644368373
每日科幻电影,http://112.74.200.9:88/tv000000/m3u8.php?/MG/625204865
追剧少女,http://112.74.200.9:88/tv000000/m3u8.php?/MG/617432318
怀旧老片,http://112.74.200.9:88/tv000000/m3u8.php?/MG/621640582
武侠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/MG/627198822
盗墓笔记,http://112.74.200.9:88/tv000000/m3u8.php?/MG/625681367

斗鱼,#genre#
华语经典,http://epg.112114.xyz/douyu/434971
吃米滴虫,http://epg.112114.xyz/douyu/315457
华语院线,http://epg.112114.xyz/douyu/5581257
神乐影片1,http://epg.112114.xyz/douyu/122402
神乐影片2,http://epg.112114.xyz/douyu/85894
周末影院,http://epg.112114.xyz/douyu/3637765
CCTV放映室,http://zzy789.xyz/douyu1.php?id=10011042
特辑影院,http://epg.112114.xyz/douyu/3637778
贝爷MAX厅,http://epg.112114.xyz/douyu/4332
漫威影片,http://epg.112114.xyz/douyu/6140589
丸子经典电影,http://epg.112114.xyz/douyu/8986148
周星驰电影,http://epg.112114.xyz/douyu/3990812
喜剧经典,http://epg.112114.xyz/douyu/9650887
豆瓣高分,http://epg.112114.xyz/douyu/8770422
宇哥电影,http://epg.112114.xyz/douyu/413573
女神金电影,http://epg.112114.xyz/douyu/747764
花卷电影,http://epg.112114.xyz/douyu/52787
经典怀旧系列,http://epg.112114.xyz/douyu/8663752
北京大蜜,http://epg.112114.xyz/douyu/805235
贝爷影厅1,http://epg.112114.xyz/douyu/252802
贝爷影厅2,http://epg.112114.xyz/douyu/36337
霍格影片,http://epg.112114.xyz/douyu/8814650
可乐电影,http://epg.112114.xyz/douyu/20415
冰冰经典电影,http://epg.112114.xyz/douyu/74374
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
奶瓶科幻片,http://epg.112114.xyz/douyu/6655271
经典怀旧,http://epg.112114.xyz/douyu/10180265
避风港影院,http://epg.112114.xyz/douyu/9826611
经典港片,http://epg.112114.xyz/douyu/675072
林林影视,http://epg.112114.xyz/douyu/9652323
恐怖专场,http://epg.112114.xyz/douyu/7353112
星星影院,http://epg.112114.xyz/douyu/315131
恐怖动作片,http://epg.112114.xyz/douyu/5129261
经典科幻,http://epg.112114.xyz/douyu/7673566
漫威电影,http://epg.112114.xyz/douyu/4282654
科幻系列,http://epg.112114.xyz/douyu/8107217
恐怖经典,http://epg.112114.xyz/douyu/1165374
星星华语,http://epg.112114.xyz/douyu/10254810
变种人电影,http://epg.112114.xyz/douyu/9651304
小U电影,http://epg.112114.xyz/douyu/96577
小宇60帧,http://epg.112114.xyz/douyu/323876
华语电影,http://epg.112114.xyz/douyu/3928
华语动作电影,http://epg.112114.xyz/douyu/1504768
恐怖电影,http://epg.112114.xyz/douyu/310926
喜剧电影,http://epg.112114.xyz/douyu/9292492
欧美大片,http://epg.112114.xyz/douyu/2793084
怀旧90,http://epg.112114.xyz/douyu/9275635
国产影片,http://epg.112114.xyz/douyu/5423
麓山迷踪,http://epg.112114.xyz/douyu/4505431
高帧影片,http://epg.112114.xyz/douyu/6763930
米娅电影,http://epg.112114.xyz/douyu/6537888
译制影片,http://epg.112114.xyz/douyu/2436390
网神影厅,http://epg.112114.xyz/douyu/5081118
小九电影,http://epg.112114.xyz/douyu/7136517
华语电影,http://epg.112114.xyz/douyu/6003761
枪战影片,http://epg.112114.xyz/douyu/10240510
国外电影,http://epg.112114.xyz/douyu/9683979

咪咕,#genre#
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
怀旧老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
午夜失眠,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
吴京作品集,http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
云上电影,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
每日科幻电影,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
僵尸剧场,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
TVB剧场,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
新片放映厅,http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
盗墓方法论,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
试胆大会,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
高能烧脑,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
4K剧场,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
爱情公寓,http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
军旅剧场,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
SNH48剧场公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
红色谍战剧场,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
少林剧场,http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁杰,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
黄金剧场,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追剧少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
经典贺岁片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
每日荐影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
武侠剧场,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8

音乐,#genre#
Channel V,http://iptv.tvfix.org/hls/channelv.m3u8
音乐榜,http://txtest-xp2p.p2p.huya.com/src/1099531740260-1099531740260-86382461021323264-2199063603976-10057-A-0-1.xs
音乐小石榴,http://txtest-xp2p.p2p.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1.xs
音乐Retro,http://stream.mediawork.cz/retrotv/retrotvHQ1/playlist.m3u8
音乐MusicTop,http://live-edge01.telecentro.net.ar/live/smil:musictop.smil/chunklist_w538311571_b364000_sleng.m3u8
M2音乐,http://live.m2.tv/hls3/stream.m3u8
M20TV,http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-b.m3u8
意大利V2,http://de1se01.v2beat.live/playlist.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
imodeTV,http://juyunlive.juyun.tv/live/24950198.m3u8
俄罗斯HOBOK,http://hls-video01.cdnvideo.ru/video01/smil:video01.smil/chunklist_b4128000.m3u8
